34,0,0,4,3,2,11,4
1,25,4,2,2,1,0,6
2,4,30,1,0,4,1,6
3,8,1,33,13,0,1,0
1,6,0,7,22,3,6,2
2,0,1,2,5,32,7,6
4,2,2,0,3,4,20,5
3,5,12,1,2,4,4,21
